caminho,classe,origem_dataset,categoria_original,largura,altura,formato_original
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (117).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (118).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (119).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (12).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (120).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (121).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (122).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (123).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (124).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (125).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (126).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,1440,1080,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (127).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (128).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (129).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (13).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (130).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (131).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (132).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (133).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (134).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (135).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (136).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,1440,1080,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (137).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (138).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (139).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,720,960,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (14).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (140).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (141).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (142).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (143).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (144).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (145).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (146).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (147).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,1440,1080,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (148).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (149).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (15).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,1440,1080,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (150).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (151).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (152).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (153).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (154).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,1440,1080,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (155).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (156).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,1440,1080,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (157).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,1440,1080,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (158).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,1080,1440,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (159).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (16).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (160).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (161).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (162).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (163).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (164).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,1440,1080,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (165).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (166).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,1440,1080,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (167).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (168).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (169).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (17).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (170).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (171).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,1440,1080,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (172).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (173).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (174).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (175).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (176).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (177).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (178).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (179).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (18).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (180).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,1440,1080,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (181).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (182).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (183).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (184).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (185).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (186).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (187).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (188).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,1440,1080,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (189).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (19).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (190).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (191).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (192).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (193).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (194).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (195).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (196).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,1440,1080,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (197).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,1440,1080,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (198).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,1440,1080,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (199).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,1440,1080,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (2).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (20).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (200).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,1440,1080,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (201).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,1440,1080,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (202).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,1440,1080,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (203).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,1440,1080,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (204).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (205).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (206).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (207).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (208).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (209).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (21).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (210).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (211).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,1440,1080,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (212).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (213).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (214).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (22).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (23).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (24).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,1440,1080,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (25).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,1440,1080,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (26).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,1440,1080,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (27).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,1440,1080,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\anthracnose_leaf_spot__anthracnose_leaf_spot (28).jpg,anomala,spinach_n56pn9fncw,anthracnose_leaf_spot,1440,1080,JPEG
