caminho,classe,origem_dataset,origem_pasta,categoria_original,imagem_original,split_roboflow_original,bbox_w,bbox_h,crop_w,crop_h
dataset\_work\crops\lettuce_disease_v1\anomala\soft-rot-1-1-_jpg.rf.8258847ae8e791a26b9fae5d4f1b2d6a__ann10.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Bacterial,soft-rot-1-1-_jpg.rf.8258847ae8e791a26b9fae5d4f1b2d6a.jpg,train,583,365,640,424
dataset\_work\crops\lettuce_disease_v1\anomala\04_jpg.rf.8298dc1b27111d4a712c690b8b5e2cfa__ann11.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Downy_mildew_on_lettuce,04_jpg.rf.8298dc1b27111d4a712c690b8b5e2cfa.jpg,train,421,306,471,355
dataset\_work\crops\lettuce_disease_v1\anomala\IMG_2246_jpg.rf.842bfd3ba04a21fec0593998c1a23c93__ann12.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Wilt_and_leaf_blight_on_lettuce,IMG_2246_jpg.rf.842bfd3ba04a21fec0593998c1a23c93.jpg,train,388,477,445,554
dataset\_work\crops\lettuce_disease_v1\anomala\ba16_jpg.rf.83484120038d376224320c5ec482fa33__ann13.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Bacterial,ba16_jpg.rf.83484120038d376224320c5ec482fa33.jpg,train,239,191,278,222
dataset\_work\crops\lettuce_disease_v1\anomala\-1-_jpg.rf.804ec0e25d68ba7475f0bb2260bf374c__ann14.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Wilt_and_leaf_blight_on_lettuce,-1-_jpg.rf.804ec0e25d68ba7475f0bb2260bf374c.jpg,train,337,182,390,211
dataset\_work\crops\lettuce_disease_v1\anomala\-1-_jpg.rf.804ec0e25d68ba7475f0bb2260bf374c__ann15.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Wilt_and_leaf_blight_on_lettuce,-1-_jpg.rf.804ec0e25d68ba7475f0bb2260bf374c.jpg,train,224,114,243,133
dataset\_work\crops\lettuce_disease_v1\anomala\s04_jpg.rf.8478060798cdafaec199be69ce402cdc__ann16.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Septoria_Blight_on_lettuce,s04_jpg.rf.8478060798cdafaec199be69ce402cdc.jpg,train,576,617,623,640
dataset\_work\crops\lettuce_disease_v1\anomala\4073-1_jpg.rf.80b13b6cd1b92a48856499a245281ba8__ann17.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Bacterial,4073-1_jpg.rf.80b13b6cd1b92a48856499a245281ba8.jpg,train,342,378,397,439
dataset\_work\crops\lettuce_disease_v1\anomala\images-34-_jpg.rf.843b9d8c210716b0751fbeb3b1b3babd__ann18.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Viral,images-34-_jpg.rf.843b9d8c210716b0751fbeb3b1b3babd.jpg,train,498,418,577,485
dataset\_work\crops\lettuce_disease_v1\anomala\wl04_jpg.rf.80188a699a290dbd6b0da849b5d77983__ann19.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Wilt_and_leaf_blight_on_lettuce,wl04_jpg.rf.80188a699a290dbd6b0da849b5d77983.jpg,train,554,439,621,510
dataset\_work\crops\lettuce_disease_v1\anomala\s02_jpg.rf.826146ba6abee9d2912171955dd75979__ann20.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Septoria_Blight_on_lettuce,s02_jpg.rf.826146ba6abee9d2912171955dd75979.jpg,train,374,340,410,395
dataset\_work\crops\lettuce_disease_v1\anomala\s02_jpg.rf.826146ba6abee9d2912171955dd75979__ann21.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Septoria_Blight_on_lettuce,s02_jpg.rf.826146ba6abee9d2912171955dd75979.jpg,train,301,292,336,315
dataset\_work\crops\lettuce_disease_v1\anomala\images-4-_jpg.rf.80b6578346d4b2ac9e71c502d02c4abd__ann22.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Downy_mildew_on_lettuce,images-4-_jpg.rf.80b6578346d4b2ac9e71c502d02c4abd.jpg,train,358,319,415,370
dataset\_work\crops\lettuce_disease_v1\anomala\-4-_jpg.rf.841dc4e91cf1bb4ff99d0a41154269f6__ann23.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Wilt_and_leaf_blight_on_lettuce,-4-_jpg.rf.841dc4e91cf1bb4ff99d0a41154269f6.jpg,train,392,468,455,543
dataset\_work\crops\lettuce_disease_v1\saudavel\1644220781_Lettuce_big_1_jpg.rf.82c9a08ff722fb8cd13d2c4096264dba__ann24.jpg,saudavel,lettuce_disease_v1,Lettuce Disease.v1i.coco,healthy,1644220781_Lettuce_big_1_jpg.rf.82c9a08ff722fb8cd13d2c4096264dba.jpg,train,202,469,235,544
dataset\_work\crops\lettuce_disease_v1\anomala\images-11-_jpg.rf.85a5bab5fb8da17da399b7dfc22728ed__ann25.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Septoria_Blight_on_lettuce,images-11-_jpg.rf.85a5bab5fb8da17da399b7dfc22728ed.jpg,train,296,528,343,613
dataset\_work\crops\lettuce_disease_v1\anomala\05_jpg.rf.8487efbccecd4a4ca4d4036b104510a0__ann26.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Powdery_mildew_on_lettuce,05_jpg.rf.8487efbccecd4a4ca4d4036b104510a0.jpg,train,265,331,308,382
dataset\_work\crops\lettuce_disease_v1\anomala\images-11-_jpg.rf.83fb7b99d2e8158edfc85218be46300d__ann27.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Wilt_and_leaf_blight_on_lettuce,images-11-_jpg.rf.83fb7b99d2e8158edfc85218be46300d.jpg,train,381,302,442,351
dataset\_work\crops\lettuce_disease_v1\anomala\images-15-_jpg.rf.81bcd31a0679ebf5431341931e9a403c__ann28.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Viral,images-15-_jpg.rf.81bcd31a0679ebf5431341931e9a403c.jpg,train,426,270,495,313
dataset\_work\crops\lettuce_disease_v1\anomala\images-23-_jpg.rf.857da8b6b551c0569c6e56ca509306ab__ann29.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Downy_mildew_on_lettuce,images-23-_jpg.rf.857da8b6b551c0569c6e56ca509306ab.jpg,train,354,221,411,239
dataset\_work\crops\lettuce_disease_v1\anomala\images-23-_jpg.rf.857da8b6b551c0569c6e56ca509306ab__ann30.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Downy_mildew_on_lettuce,images-23-_jpg.rf.857da8b6b551c0569c6e56ca509306ab.jpg,train,141,190,152,221
dataset\_work\crops\lettuce_disease_v1\saudavel\romaine-lettuce-on-wooden-chopping-board-1-_jpg.rf.84507c327b6c3f323a108ae2ec34b71b__ann31.jpg,saudavel,lettuce_disease_v1,Lettuce Disease.v1i.coco,healthy,romaine-lettuce-on-wooden-chopping-board-1-_jpg.rf.84507c327b6c3f323a108ae2ec34b71b.jpg,train,476,407,544,471
dataset\_work\crops\lettuce_disease_v1\saudavel\images-9-_jpg.rf.84ab275253bcf04873ce73ac6af13a6d__ann32.jpg,saudavel,lettuce_disease_v1,Lettuce Disease.v1i.coco,healthy,images-9-_jpg.rf.84ab275253bcf04873ce73ac6af13a6d.jpg,train,585,625,631,640
dataset\_work\crops\lettuce_disease_v1\anomala\27_jpg.rf.80dbb56f121c98db06a7370d1b46da7f__ann33.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Downy_mildew_on_lettuce,27_jpg.rf.80dbb56f121c98db06a7370d1b46da7f.jpg,train,316,509,347,590
dataset\_work\crops\lettuce_disease_v1\anomala\27_jpg.rf.80dbb56f121c98db06a7370d1b46da7f__ann34.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Downy_mildew_on_lettuce,27_jpg.rf.80dbb56f121c98db06a7370d1b46da7f.jpg,train,317,515,343,598
dataset\_work\crops\lettuce_disease_v1\anomala\bacteria_jpg.rf.834c9022bfb8f0b015c4dbf073422653__ann35.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Bacterial,bacteria_jpg.rf.834c9022bfb8f0b015c4dbf073422653.jpg,train,222,288,257,335
dataset\_work\crops\lettuce_disease_v1\anomala\bacteria_jpg.rf.834c9022bfb8f0b015c4dbf073422653__ann36.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Bacterial,bacteria_jpg.rf.834c9022bfb8f0b015c4dbf073422653.jpg,train,186,116,215,135
dataset\_work\crops\lettuce_disease_v1\anomala\5384893_jpg.rf.85daa4281e2703b8636ac302bf25571f__ann37.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Viral,5384893_jpg.rf.85daa4281e2703b8636ac302bf25571f.jpg,train,258,306,299,355
dataset\_work\crops\lettuce_disease_v1\anomala\bacterial-leaf-spot_jpg.rf.85c400961b091fe1b1c0d475b4a3471e__ann38.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Bacterial,bacterial-leaf-spot_jpg.rf.85c400961b091fe1b1c0d475b4a3471e.jpg,train,195,305,226,354
dataset\_work\crops\lettuce_disease_v1\anomala\02_jpg.rf.85df9af0771f5ac955db8e32db60ad1d__ann39.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Powdery_mildew_on_lettuce,02_jpg.rf.85df9af0771f5ac955db8e32db60ad1d.jpg,train,455,423,491,456
dataset\_work\crops\lettuce_disease_v1\anomala\21_jpg.rf.866d22e6fa4e821fccc8e347a2840c9f__ann40.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Powdery_mildew_on_lettuce,21_jpg.rf.866d22e6fa4e821fccc8e347a2840c9f.jpg,train,364,199,421,230
dataset\_work\crops\lettuce_disease_v1\anomala\s04_jpg.rf.86f8c28c7c928aac5c2c7cc4479e5139__ann41.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Septoria_Blight_on_lettuce,s04_jpg.rf.86f8c28c7c928aac5c2c7cc4479e5139.jpg,train,578,479,630,556
dataset\_work\crops\lettuce_disease_v1\anomala\images-3-_jpg.rf.864a1f4d3628e2c2385419564b6c04bd__ann42.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Powdery_mildew_on_lettuce,images-3-_jpg.rf.864a1f4d3628e2c2385419564b6c04bd.jpg,train,240,386,279,447
dataset\_work\crops\lettuce_disease_v1\anomala\soft-rot-1-1-_jpg.rf.863db7d4bf06884054cf0424ddb0dc69__ann43.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Bacterial,soft-rot-1-1-_jpg.rf.863db7d4bf06884054cf0424ddb0dc69.jpg,train,420,612,487,640
dataset\_work\crops\lettuce_disease_v1\anomala\ba1_jpg.rf.875ea68c1839b8a9449475c49996b45a__ann44.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Bacterial,ba1_jpg.rf.875ea68c1839b8a9449475c49996b45a.jpg,train,272,318,315,369
dataset\_work\crops\lettuce_disease_v1\anomala\-_jpg.rf.87b1bfcdb92c6a8464a69afc44468b65__ann45.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Septoria_Blight_on_lettuce,-_jpg.rf.87b1bfcdb92c6a8464a69afc44468b65.jpg,train,383,395,444,458
dataset\_work\crops\lettuce_disease_v1\anomala\images-6-_jpg.rf.87efe7b2b87e9458f32cff3999c5e595__ann46.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Powdery_mildew_on_lettuce,images-6-_jpg.rf.87efe7b2b87e9458f32cff3999c5e595.jpg,train,285,359,330,416
dataset\_work\crops\lettuce_disease_v1\anomala\images-21-_jpg.rf.87f622aa275b82adea095d1faa004391__ann47.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Downy_mildew_on_lettuce,images-21-_jpg.rf.87f622aa275b82adea095d1faa004391.jpg,train,547,592,624,640
dataset\_work\crops\lettuce_disease_v1\anomala\soft-rot-1-1-_jpg.rf.880c1e06800612f1d28a828453d79ebe__ann48.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Bacterial,soft-rot-1-1-_jpg.rf.880c1e06800612f1d28a828453d79ebe.jpg,train,588,375,640,435
dataset\_work\crops\lettuce_disease_v1\anomala\-1-_jpg.rf.885dad2b9c76e8bc0295451815aec2e7__ann49.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Powdery_mildew_on_lettuce,-1-_jpg.rf.885dad2b9c76e8bc0295451815aec2e7.jpg,train,507,542,588,622
dataset\_work\crops\lettuce_disease_v1\anomala\images-3-_jpg.rf.884323946f791b12faaafc319314db57__ann50.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Wilt_and_leaf_blight_on_lettuce,images-3-_jpg.rf.884323946f791b12faaafc319314db57.jpg,train,187,223,216,258
dataset\_work\crops\lettuce_disease_v1\anomala\images-3-_jpg.rf.884323946f791b12faaafc319314db57__ann51.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Wilt_and_leaf_blight_on_lettuce,images-3-_jpg.rf.884323946f791b12faaafc319314db57.jpg,train,205,289,238,316
dataset\_work\crops\lettuce_disease_v1\anomala\images-4-_jpg.rf.893ae383d5cb22abfd574215a77a848f__ann52.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Wilt_and_leaf_blight_on_lettuce,images-4-_jpg.rf.893ae383d5cb22abfd574215a77a848f.jpg,train,144,258,167,299
dataset\_work\crops\lettuce_disease_v1\anomala\images-4-_jpg.rf.893ae383d5cb22abfd574215a77a848f__ann53.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Wilt_and_leaf_blight_on_lettuce,images-4-_jpg.rf.893ae383d5cb22abfd574215a77a848f.jpg,train,118,192,137,223
dataset\_work\crops\lettuce_disease_v1\anomala\images-4-_jpg.rf.893ae383d5cb22abfd574215a77a848f__ann54.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Wilt_and_leaf_blight_on_lettuce,images-4-_jpg.rf.893ae383d5cb22abfd574215a77a848f.jpg,train,114,180,124,209
dataset\_work\crops\lettuce_disease_v1\anomala\wl02_jpg.rf.88b342d19abcbc771a8ba97d69844d6f__ann55.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Wilt_and_leaf_blight_on_lettuce,wl02_jpg.rf.88b342d19abcbc771a8ba97d69844d6f.jpg,train,324,607,349,640
dataset\_work\crops\lettuce_disease_v1\anomala\wl02_jpg.rf.88b342d19abcbc771a8ba97d69844d6f__ann56.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Wilt_and_leaf_blight_on_lettuce,wl02_jpg.rf.88b342d19abcbc771a8ba97d69844d6f.jpg,train,313,550,339,594
dataset\_work\crops\lettuce_disease_v1\anomala\images-4-_jpg.rf.8993512a887186d25a6a0df505344935__ann57.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Powdery_mildew_on_lettuce,images-4-_jpg.rf.8993512a887186d25a6a0df505344935.jpg,train,452,352,525,409
dataset\_work\crops\lettuce_disease_v1\saudavel\h16_jpg.rf.8941b5a1eedaac729ae33004b8ac9e70__ann58.jpg,saudavel,lettuce_disease_v1,Lettuce Disease.v1i.coco,healthy,h16_jpg.rf.8941b5a1eedaac729ae33004b8ac9e70.jpg,train,466,505,541,545
dataset\_work\crops\lettuce_disease_v1\anomala\-3-_jpg.rf.89949595ff28aad86c4cdd56cf355466__ann59.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Viral,-3-_jpg.rf.89949595ff28aad86c4cdd56cf355466.jpg,train,220,209,255,242
dataset\_work\crops\lettuce_disease_v1\anomala\-3-_jpg.rf.89949595ff28aad86c4cdd56cf355466__ann60.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Viral,-3-_jpg.rf.89949595ff28aad86c4cdd56cf355466.jpg,train,163,143,190,166
dataset\_work\crops\lettuce_disease_v1\anomala\-3-_jpg.rf.89949595ff28aad86c4cdd56cf355466__ann61.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Viral,-3-_jpg.rf.89949595ff28aad86c4cdd56cf355466.jpg,train,198,107,229,124
dataset\_work\crops\lettuce_disease_v1\anomala\images-2-_jpg.rf.899766086605e4468dd865f822a62cf6__ann62.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Viral,images-2-_jpg.rf.899766086605e4468dd865f822a62cf6.jpg,train,440,453,511,516
dataset\_work\crops\lettuce_disease_v1\anomala\15_jpg.rf.89a2b3266260375bebbe976f343b0129__ann63.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Powdery_mildew_on_lettuce,15_jpg.rf.89a2b3266260375bebbe976f343b0129.jpg,train,462,385,522,446
dataset\_work\crops\lettuce_disease_v1\saudavel\h7_jpg.rf.8a62462e261fb1f74b29a0454bad773f__ann64.jpg,saudavel,lettuce_disease_v1,Lettuce Disease.v1i.coco,healthy,h7_jpg.rf.8a62462e261fb1f74b29a0454bad773f.jpg,train,318,223,369,258
dataset\_work\crops\lettuce_disease_v1\saudavel\h7_jpg.rf.8a62462e261fb1f74b29a0454bad773f__ann65.jpg,saudavel,lettuce_disease_v1,Lettuce Disease.v1i.coco,healthy,h7_jpg.rf.8a62462e261fb1f74b29a0454bad773f.jpg,train,329,211,382,244
dataset\_work\crops\lettuce_disease_v1\anomala\images-11-_jpg.rf.8ac4b3c350d5388a4a5a8d37dd9ac5a3__ann66.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Wilt_and_leaf_blight_on_lettuce,images-11-_jpg.rf.8ac4b3c350d5388a4a5a8d37dd9ac5a3.jpg,train,344,246,399,285
dataset\_work\crops\lettuce_disease_v1\anomala\th-16-_jpg.rf.8a6ec50ed2f0855207501fd8fb6e73d9__ann67.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Viral,th-16-_jpg.rf.8a6ec50ed2f0855207501fd8fb6e73d9.jpg,train,624,534,640,597
dataset\_work\crops\lettuce_disease_v1\anomala\images-11-_jpg.rf.8b1ad4c5b4e935cdf97db71f33165071__ann68.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Septoria_Blight_on_lettuce,images-11-_jpg.rf.8b1ad4c5b4e935cdf97db71f33165071.jpg,train,512,262,593,303
dataset\_work\crops\lettuce_disease_v1\anomala\s19_jpg.rf.8b0af997b7fa33d7d9e6970ba68d9e1e__ann69.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Septoria_Blight_on_lettuce,s19_jpg.rf.8b0af997b7fa33d7d9e6970ba68d9e1e.jpg,train,255,214,296,249
dataset\_work\crops\lettuce_disease_v1\anomala\images-4-_jpg.rf.8b9583f7d031a2b4a93a5634de4be755__ann70.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Wilt_and_leaf_blight_on_lettuce,images-4-_jpg.rf.8b9583f7d031a2b4a93a5634de4be755.jpg,train,110,136,127,157
dataset\_work\crops\lettuce_disease_v1\anomala\images-4-_jpg.rf.8b9583f7d031a2b4a93a5634de4be755__ann71.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Wilt_and_leaf_blight_on_lettuce,images-4-_jpg.rf.8b9583f7d031a2b4a93a5634de4be755.jpg,train,92,147,107,159
dataset\_work\crops\lettuce_disease_v1\anomala\images-4-_jpg.rf.8b9583f7d031a2b4a93a5634de4be755__ann72.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Wilt_and_leaf_blight_on_lettuce,images-4-_jpg.rf.8b9583f7d031a2b4a93a5634de4be755.jpg,train,89,108,104,125
dataset\_work\crops\lettuce_disease_v1\anomala\images-4-_jpg.rf.8b9583f7d031a2b4a93a5634de4be755__ann73.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Wilt_and_leaf_blight_on_lettuce,images-4-_jpg.rf.8b9583f7d031a2b4a93a5634de4be755.jpg,train,128,218,149,253
dataset\_work\crops\lettuce_disease_v1\anomala\19_jpg.rf.8bb832c5e0cedc400f3154c97524fffd__ann74.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Powdery_mildew_on_lettuce,19_jpg.rf.8bb832c5e0cedc400f3154c97524fffd.jpg,train,340,311,395,360
dataset\_work\crops\lettuce_disease_v1\anomala\-10-_jpg.rf.8c1059f4e013fd079525d1822b2a94dc__ann75.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Downy_mildew_on_lettuce,-10-_jpg.rf.8c1059f4e013fd079525d1822b2a94dc.jpg,train,490,264,562,307
dataset\_work\crops\lettuce_disease_v1\anomala\lettuce-botrytis_jpg.rf.8be88291c77af07b55b71761e9920aef__ann76.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Bacterial,lettuce-botrytis_jpg.rf.8be88291c77af07b55b71761e9920aef.jpg,train,328,331,381,384
dataset\_work\crops\lettuce_disease_v1\anomala\ba17_jpg.rf.8b57c021f5cd9a927a675e1ea09bea4c__ann77.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Septoria_Blight_on_lettuce,ba17_jpg.rf.8b57c021f5cd9a927a675e1ea09bea4c.jpg,train,300,220,348,255
dataset\_work\crops\lettuce_disease_v1\anomala\s02_jpg.rf.8bf4356b33452361eec86605ac466bc2__ann78.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Septoria_Blight_on_lettuce,s02_jpg.rf.8bf4356b33452361eec86605ac466bc2.jpg,train,344,306,382,355
dataset\_work\crops\lettuce_disease_v1\anomala\s02_jpg.rf.8bf4356b33452361eec86605ac466bc2__ann79.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Septoria_Blight_on_lettuce,s02_jpg.rf.8bf4356b33452361eec86605ac466bc2.jpg,train,272,288,300,320
dataset\_work\crops\lettuce_disease_v1\anomala\images-1-_jpg.rf.8c168cabb5425186d32e1b863095497c__ann80.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Downy_mildew_on_lettuce,images-1-_jpg.rf.8c168cabb5425186d32e1b863095497c.jpg,train,422,389,472,452
dataset\_work\crops\lettuce_disease_v1\anomala\-2-_jpg.rf.8c26b34be4f33b8296015056233449d5__ann81.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Downy_mildew_on_lettuce,-2-_jpg.rf.8c26b34be4f33b8296015056233449d5.jpg,train,452,374,511,433
dataset\_work\crops\lettuce_disease_v1\anomala\18_jpg.rf.8c7f19157f8afb454451772048658002__ann82.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Powdery_mildew_on_lettuce,18_jpg.rf.8c7f19157f8afb454451772048658002.jpg,train,332,296,362,343
dataset\_work\crops\lettuce_disease_v1\anomala\images-1-_jpg.rf.8c65a2f2364e58fe2bcb447be6475260__ann83.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Powdery_mildew_on_lettuce,images-1-_jpg.rf.8c65a2f2364e58fe2bcb447be6475260.jpg,train,370,231,429,268
dataset\_work\crops\lettuce_disease_v1\anomala\images-1-_jpg.rf.8cffced86298253b6afd32f32e7a6e1e__ann84.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Wilt_and_leaf_blight_on_lettuce,images-1-_jpg.rf.8cffced86298253b6afd32f32e7a6e1e.jpg,train,158,100,183,116
dataset\_work\crops\lettuce_disease_v1\anomala\images-1-_jpg.rf.8cffced86298253b6afd32f32e7a6e1e__ann85.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Wilt_and_leaf_blight_on_lettuce,images-1-_jpg.rf.8cffced86298253b6afd32f32e7a6e1e.jpg,train,255,342,277,397
dataset\_work\crops\lettuce_disease_v1\anomala\images-1-_jpg.rf.8cffced86298253b6afd32f32e7a6e1e__ann86.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Wilt_and_leaf_blight_on_lettuce,images-1-_jpg.rf.8cffced86298253b6afd32f32e7a6e1e.jpg,train,175,138,203,161
dataset\_work\crops\lettuce_disease_v1\saudavel\h5_jpg.rf.8cbb04d749962f01fe0809c5ebd023f0__ann87.jpg,saudavel,lettuce_disease_v1,Lettuce Disease.v1i.coco,healthy,h5_jpg.rf.8cbb04d749962f01fe0809c5ebd023f0.jpg,train,397,247,460,267
dataset\_work\crops\lettuce_disease_v1\saudavel\h5_jpg.rf.8cbb04d749962f01fe0809c5ebd023f0__ann88.jpg,saudavel,lettuce_disease_v1,Lettuce Disease.v1i.coco,healthy,h5_jpg.rf.8cbb04d749962f01fe0809c5ebd023f0.jpg,train,240,306,259,355
dataset\_work\crops\lettuce_disease_v1\saudavel\h5_jpg.rf.8cbb04d749962f01fe0809c5ebd023f0__ann89.jpg,saudavel,lettuce_disease_v1,Lettuce Disease.v1i.coco,healthy,h5_jpg.rf.8cbb04d749962f01fe0809c5ebd023f0.jpg,train,338,246,393,285
dataset\_work\crops\lettuce_disease_v1\anomala\images-2-_jpg.rf.8e3a9b0ef019b97ccb76f595ae4aed51__ann90.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Downy_mildew_on_lettuce,images-2-_jpg.rf.8e3a9b0ef019b97ccb76f595ae4aed51.jpg,train,300,463,348,513
dataset\_work\crops\lettuce_disease_v1\anomala\images-2-_jpg.rf.8d38d994061a8321a328cbc7db6cb448__ann91.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Powdery_mildew_on_lettuce,images-2-_jpg.rf.8d38d994061a8321a328cbc7db6cb448.jpg,train,358,307,396,356
dataset\_work\crops\lettuce_disease_v1\anomala\ba12_jpg.rf.8d9f9b7cc08ed4f1ddabed0642c268a7__ann92.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Bacterial,ba12_jpg.rf.8d9f9b7cc08ed4f1ddabed0642c268a7.jpg,train,548,466,633,541
dataset\_work\crops\lettuce_disease_v1\anomala\images_jpg.rf.8e7e5486ba9593cd6c988ac37dd14445__ann93.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Viral,images_jpg.rf.8e7e5486ba9593cd6c988ac37dd14445.jpg,train,430,555,499,638
dataset\_work\crops\lettuce_disease_v1\anomala\images-2-_jpg.rf.8e2d21da4afe1a6e36e4986d6e3d6214__ann94.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Viral,images-2-_jpg.rf.8e2d21da4afe1a6e36e4986d6e3d6214.jpg,train,432,446,501,512
dataset\_work\crops\lettuce_disease_v1\anomala\images-15-_jpg.rf.8dbf60e00bb6d3f9d9f30f9f59f5a906__ann95.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Septoria_Blight_on_lettuce,images-15-_jpg.rf.8dbf60e00bb6d3f9d9f30f9f59f5a906.jpg,train,230,254,267,295
dataset\_work\crops\lettuce_disease_v1\anomala\images-15-_jpg.rf.8dbf60e00bb6d3f9d9f30f9f59f5a906__ann96.jpg,anomala,lettuce_disease_v1,Lettuce Disease.v1i.coco,Septoria_Blight_on_lettuce,images-15-_jpg.rf.8dbf60e00bb6d3f9d9f30f9f59f5a906.jpg,train,128,204,149,237
